Order_Item_ID,Order_ID,Product_ID,Quantity,Price_INR,Discount_INR,Total_Amount_INR,Order_Item_Date,Category_ID,Subcategory_ID,Store_ID,Supplier_ID,Offer_ID
142,165,48,1,4293.98,476.26,3817.7199999999993,2024-01-06,10,36,56,42,
143,865,49,3,3224.53,6.39,9667.2,2024-08-12,5,37,43,14,20.0
144,76,173,2,929.26,12.9,1845.62,2024-03-22,3,41,15,43,18.0
145,633,235,4,4801.73,154.52,19052.399999999998,2024-05-18,3,36,6,14,
146,925,263,5,1902.63,394.33,9118.820000000002,2024-02-17,3,10,64,21,
147,331,165,3,4514.04,28.51,13513.609999999999,2024-01-17,8,50,80,1,15.0
148,1134,163,5,2154.59,81.87,10691.08,2024-06-27,2,17,53,5,14.0
149,62,27,4,3457.46,206.75,13623.09,2024-03-17,5,41,11,30,
150,309,221,5,2713.32,190.58,13376.02,2024-01-20,2,39,61,5,
151,566,73,5,1814.41,120.34,8951.710000000001,2024-02-25,9,34,48,9,
152,425,106,1,979.02,233.79,745.23,2024-02-16,3,50,92,9,2.0
153,472,41,3,4206.14,85.97,12532.450000000003,2024-03-04,10,37,83,7,14.0
154,328,173,1,2644.41,191.31,2453.1,2024-08-07,5,26,92,25,6.0
155,870,123,1,4592.11,116.82,4475.29,2024-02-03,5,18,90,20,12.0
156,1200,232,4,2229.44,413.03,8504.73,2024-02-20,6,11,72,47,14.0
157,23,115,3,2129.97,197.35,6192.5599999999995,2024-02-14,4,12,62,49,4.0
158,4,126,1,4367.0,244.99,4122.01,2024-09-15,5,7,70,9,19.0
159,497,233,5,3011.23,320.86,14735.289999999999,2024-04-24,9,23,99,38,
160,931,168,2,4499.8,32.3,8967.300000000001,2024-08-11,7,7,18,35,
161,928,32,3,4688.84,305.84,13760.68,2024-08-30,2,1,89,14,13.0
162,679,5,3,752.21,133.84,2122.79,2024-05-02,2,29,57,39,
163,541,10,1,1144.17,91.05,1053.1200000000001,2024-02-18,6,31,97,38,
164,136,187,5,2301.64,126.68,11381.519999999999,2024-02-24,10,20,9,46,20.0
165,469,300,3,4590.28,273.62,13497.22,2024-04-15,4,3,62,18,11.0
166,750,178,2,3847.48,430.86,7264.1,2024-08-11,7,40,46,50,
167,1036,256,2,4900.62,417.38,9383.86,2024-03-29,6,32,35,16,10.0
168,67,45,4,4323.39,128.62,17164.940000000002,2024-04-12,10,27,84,16,19.0
169,890,298,3,4839.12,213.85,14303.51,2024-09-05,3,11,79,4,
170,1076,14,2,1694.21,489.97,2898.45,2024-04-16,3,13,100,15,8.0
171,364,150,5,161.25,288.53,517.72,2024-08-12,9,31,74,28,
172,616,49,4,4626.45,29.5,18476.3,2024-04-24,4,16,23,7,
173,378,13,1,4515.45,482.91,4032.54,2024-03-16,10,27,25,44,4.0
174,1033,267,4,4080.27,153.51,16167.57,2024-01-07,6,19,32,42,13.0
175,1070,190,5,1392.19,417.99,6542.960000000001,2024-02-27,9,33,37,7,
176,1083,201,3,1650.4,52.56,4898.64,2024-10-03,1,7,29,18,
177,911,298,2,3049.25,264.85,5833.65,2024-09-05,8,42,91,13,
178,265,149,2,4119.51,330.27,7908.75,2024-04-26,7,22,82,46,20.0
179,72,85,5,319.83,22.64,1576.5099999999998,2024-02-12,9,44,66,31,
180,1048,182,1,925.01,159.47,765.54,2024-03-09,2,1,52,27,6.0
181,252,219,4,4830.18,291.72,19029.0,2024-07-13,2,7,100,28,17.0
182,986,269,2,3930.62,289.12,7572.12,2024-07-27,1,23,69,8,
183,564,22,5,2124.72,82.24,10541.359999999999,2024-05-18,4,25,40,30,
184,594,284,4,2374.17,400.68,9096.0,2024-04-22,6,24,57,4,
185,1153,114,2,1830.05,71.17,3588.93,2024-08-06,1,20,63,34,18.0
186,1194,198,2,3723.72,58.89,7388.549999999999,2024-09-03,6,32,93,28,3.0
187,318,102,2,1588.48,476.16,2700.8,2024-05-07,8,23,81,3,
188,956,250,5,1374.73,443.37,6430.28,2024-06-03,1,25,44,38,8.0
189,270,97,2,3514.95,227.87,6802.03,2024-09-22,2,12,5,23,7.0
190,593,164,2,703.24,46.61,1359.8700000000001,2024-06-30,6,23,69,30,
191,566,54,3,3378.88,491.28,9645.359999999999,2024-03-15,8,38,93,16,12.0
192,153,95,3,2813.24,95.8,8343.92,2024-07-28,3,43,99,28,
193,433,64,1,3865.77,128.05,3737.72,2024-02-14,8,7,81,27,
194,1154,84,5,2612.7,365.01,12698.49,2024-01-01,9,8,25,43,1.0
195,816,39,3,907.83,95.78,2627.71,2024-03-23,5,27,16,2,
196,530,87,3,4021.63,228.97,11835.92,2024-08-22,5,41,52,38,13.0
197,109,148,2,1890.4,193.69,3587.11,2024-03-11,7,43,40,21,13.0
198,703,170,5,4022.82,284.21,19829.890000000003,2024-08-27,3,47,8,21,19.0
199,748,23,2,2627.3,412.13,4842.47,2024-09-22,10,10,96,42,16.0
200,191,157,2,4734.04,320.95,9147.13,2024-08-25,7,39,57,24,3.0
201,320,67,2,1848.05,432.14,3263.96,2024-08-08,8,42,28,1,9.0
202,897,76,4,4974.32,285.59,19611.69,2024-05-10,7,45,38,10,2.0
203,307,229,4,2087.24,38.7,8310.259999999998,2024-09-14,5,13,72,25,13.0
204,84,226,2,383.75,467.34,300.16,2024-03-31,8,50,53,22,
205,337,240,5,1584.08,24.72,7895.679999999999,2024-08-06,1,6,67,46,
206,41,268,5,4867.87,439.04,23900.309999999998,2024-02-16,5,4,85,9,9.0
207,327,192,1,3427.69,293.41,3134.28,2024-02-23,10,31,50,50,
208,79,12,5,2299.67,407.64,11090.710000000001,2024-05-12,3,35,66,9,
209,105,117,5,2014.73,118.22,9955.43,2024-03-24,8,9,61,22,
210,317,123,2,3540.93,44.34,7037.5199999999995,2024-06-27,8,26,89,13,8.0
211,149,234,1,3880.74,486.58,3394.16,2024-08-26,4,9,61,3,8.0
212,806,296,3,1589.24,38.36,4729.360000000001,2024-08-17,2,19,73,46,
213,1009,49,5,4610.33,217.35,22834.300000000003,2024-09-04,8,33,23,33,
214,229,10,5,2789.27,0.52,13945.83,2024-09-16,4,26,45,29,
215,216,5,3,921.79,153.36,2612.0099999999998,2024-07-02,4,6,64,8,13.0
216,363,62,1,746.5,167.0,579.5,2024-07-08,3,14,97,16,2.0
217,195,48,4,548.24,461.24,1731.72,2024-03-16,2,16,81,10,19.0
218,211,152,2,187.06,82.45,291.67,2024-07-02,5,28,95,25,
219,181,70,3,2468.59,219.55,7186.22,2024-05-03,2,41,97,47,5.0
220,1083,27,5,3309.48,411.12,16136.28,2024-02-07,1,31,58,42,
221,273,252,2,3724.79,100.32,7349.26,2024-09-19,4,27,86,17,5.0
222,340,109,5,1051.65,257.82,5000.43,2024-01-26,8,24,66,41,
223,348,33,5,1996.0,59.24,9920.76,2024-08-03,10,18,68,19,7.0
224,411,4,2,3130.35,443.88,5816.82,2024-02-12,10,50,66,46,12.0
225,527,290,1,2053.41,96.43,1956.9799999999998,2024-09-06,5,7,33,50,15.0
226,1085,218,5,4234.17,489.42,20681.43,2024-09-22,4,36,15,50,4.0
227,613,167,4,3750.28,105.53,14895.59,2024-05-28,3,33,21,8,
228,878,289,3,4793.2,247.23,14132.369999999999,2024-03-01,10,18,1,2,
229,559,256,4,4941.13,499.2,19265.32,2024-06-20,9,14,32,28,9.0
230,1177,197,4,1100.05,468.96,3931.24,2024-02-14,6,13,10,7,
231,1160,142,5,794.08,99.42,3870.98,2024-02-09,9,49,54,23,5.0
232,770,92,1,2594.4,225.58,2368.82,2024-04-06,8,44,23,30,5.0
233,1175,188,1,1461.35,2.82,1458.53,2024-06-24,3,32,17,14,
234,21,73,1,2411.78,91.8,2319.98,2024-09-11,4,31,97,38,5.0
235,1134,155,4,1678.34,231.94,6481.42,2024-05-30,5,31,62,11,
236,1151,234,4,2472.15,292.63,9595.970000000001,2024-09-13,5,29,99,36,
237,107,139,4,280.13,154.61,965.91,2024-03-21,3,33,42,22,17.0
238,130,120,4,1171.32,484.75,4200.53,2024-09-12,4,40,99,11,
239,815,76,2,4833.95,33.25,9634.65,2024-08-26,3,6,56,3,
240,881,276,4,3993.82,118.47,15856.810000000001,2024-06-11,6,13,83,11,
241,327,117,3,4085.51,118.19,12138.34,2024-01-22,10,28,13,14,17.0
242,299,75,5,3703.17,243.65,18272.199999999997,2024-04-06,7,49,49,26,
243,326,281,2,2803.17,119.37,5486.97,2024-03-10,3,38,60,31,
244,1130,258,4,511.66,480.01,1566.63,2024-09-06,2,24,5,26,11.0
245,1112,28,4,877.52,245.39,3264.69,2024-03-01,2,40,36,48,2.0
246,160,136,4,4648.04,127.15,18465.01,2024-05-14,9,34,56,18,2.0
247,746,270,4,4502.29,54.8,17954.36,2024-09-14,2,22,60,50,17.0
248,1008,204,4,722.57,478.93,2411.3500000000004,2024-09-21,6,28,13,20,18.0
249,89,74,5,1684.38,327.37,8094.530000000002,2024-03-02,6,26,9,30,9.0
250,1085,115,2,151.16,414.38,-112.06,2024-02-15,10,45,81,30,
251,917,129,1,2939.63,201.44,2738.19,2024-08-25,1,10,61,22,
252,294,192,1,4883.27,158.38,4724.89,2024-05-24,4,37,12,16,11.0
253,62,293,3,2729.4,313.96,7874.240000000001,2024-02-07,4,49,100,3,17.0
254,714,216,2,748.68,173.4,1323.9599999999998,2024-09-21,10,29,93,40,8.0
255,280,236,4,4303.51,208.87,17005.170000000002,2024-05-07,7,44,53,36,10.0
256,1048,105,4,3453.04,374.59,13437.57,2024-02-20,7,1,19,7,3.0
257,821,13,3,2152.71,491.84,5966.29,2024-05-04,4,30,5,16,
258,891,255,2,1897.61,288.23,3506.99,2024-08-16,5,41,80,37,
259,179,70,4,3182.21,149.94,12578.9,2024-04-24,2,8,50,20,12.0
260,791,297,3,219.73,334.11,325.0799999999999,2024-07-17,2,41,61,46,6.0
261,890,202,2,2793.02,232.85,5353.19,2024-09-25,5,44,17,43,7.0
262,1118,20,1,3137.98,131.2,3006.78,2024-04-04,2,42,26,12,13.0
263,316,281,4,3679.08,412.37,14303.949999999999,2024-06-21,1,23,94,47,12.0
264,1169,28,4,4082.63,50.04,16280.48,2024-04-19,4,26,83,50,
265,1141,110,3,3706.44,444.58,10674.74,2024-06-07,2,29,95,12,19.0
266,1050,56,2,1621.26,67.06,3175.46,2024-01-06,7,48,38,34,16.0
267,1126,99,1,621.32,263.69,357.63000000000005,2024-07-11,1,24,96,38,6.0
268,453,192,4,1461.13,19.03,5825.490000000001,2024-01-04,3,7,82,2,
269,904,106,4,4540.35,483.38,17678.02,2024-05-20,9,27,68,28,7.0
270,1135,60,1,1630.74,495.97,1134.77,2024-07-02,3,14,79,1,11.0
271,1040,58,1,922.6,470.56,452.04,2024-07-28,9,32,100,19,5.0
272,270,223,4,2752.05,30.72,10977.480000000001,2024-02-24,10,36,39,6,
273,83,67,3,355.57,472.56,594.1500000000001,2024-05-29,4,15,29,23,12.0
274,1052,196,5,2410.58,450.57,11602.33,2024-06-01,10,2,89,29,13.0
275,78,227,1,184.87,354.87,-170.0,2024-06-16,3,25,61,6,
276,157,283,2,4457.07,301.77,8612.369999999999,2024-09-08,3,27,13,34,
277,151,162,4,1936.04,226.13,7518.03,2024-01-22,1,35,39,28,
278,928,260,2,3364.07,199.34,6528.8,2024-02-16,5,49,92,14,7.0
279,807,31,5,2376.81,127.53,11756.519999999999,2024-05-04,10,21,48,11,
280,714,71,5,2616.87,129.08,12955.269999999999,2024-01-26,8,6,46,35,15.0
281,869,213,3,2240.4,193.1,6528.1,2024-04-24,10,34,67,3,
282,933,140,4,3316.98,151.03,13116.89,2024-01-04,7,43,41,11,18.0
283,333,97,2,3437.93,423.91,6451.95,2024-06-02,8,11,91,35,13.0
284,891,206,5,2543.61,47.73,12670.320000000002,2024-01-31,2,24,31,9,11.0
285,630,275,1,2353.07,12.93,2340.1400000000003,2024-08-03,7,19,24,13,9.0
286,875,199,4,3729.79,306.61,14612.55,2024-08-14,6,47,77,34,18.0
287,1142,171,2,4444.48,448.93,8440.029999999999,2024-07-13,5,26,61,23,
288,838,123,3,2502.01,137.99,7368.040000000001,2024-01-18,1,29,85,1,9.0
289,991,265,1,1570.7,423.08,1147.6200000000001,2024-06-03,5,26,29,18,
290,576,176,1,179.66,463.98,-284.32000000000005,2024-07-29,9,34,18,5,3.0
291,276,297,3,2146.9,44.38,6396.320000000001,2024-03-11,5,48,84,6,12.0
292,274,283,3,473.48,411.35,1009.09,2024-02-25,5,24,68,29,18.0
293,928,64,1,4615.39,276.06,4339.33,2024-04-05,6,20,61,26,4.0
294,610,120,2,1560.56,113.37,3007.75,2024-05-30,6,8,48,9,7.0
295,631,158,3,764.65,235.31,2058.64,2024-04-22,10,20,96,28,1.0
296,675,6,2,3673.2,492.65,6853.75,2024-07-21,8,24,29,48,
297,1079,52,2,3012.17,466.6,5557.74,2024-04-25,8,4,44,5,11.0
298,831,251,4,2484.95,173.41,9766.39,2024-06-09,9,30,14,4,17.0
299,975,148,2,3615.59,159.41,7071.77,2024-04-16,5,46,35,19,
300,397,11,3,2860.36,85.24,8495.84,2024-06-08,9,3,15,23,
301,718,4,2,532.56,337.83,727.29,2024-07-05,10,23,95,1,6.0
302,1092,160,3,2521.19,148.64,7414.929999999999,2024-02-26,4,22,32,21,
303,763,192,1,179.25,46.88,132.37,2024-07-31,8,11,51,48,
304,630,86,2,875.28,483.33,1267.23,2024-05-18,4,12,84,21,
305,774,167,3,2950.92,447.25,8405.51,2024-07-13,1,26,20,44,20.0
306,443,289,3,4099.23,110.6,12187.089999999998,2024-05-24,4,34,68,23,14.0
307,883,228,4,611.93,210.65,2237.0699999999997,2024-04-17,3,40,100,6,
308,1149,38,5,1601.41,480.02,7527.030000000001,2024-05-03,1,32,16,43,
309,103,105,3,155.94,309.79,158.02999999999997,2024-07-27,1,2,66,46,1.0
310,31,222,1,4747.01,355.68,4391.33,2024-07-16,4,15,14,41,
311,219,195,1,2451.33,299.77,2151.56,2024-06-17,6,32,31,30,14.0
312,641,202,5,4972.11,17.86,24842.69,2024-05-18,4,36,47,48,5.0
313,435,115,2,4216.24,114.08,8318.4,2024-04-04,10,27,72,33,3.0
314,608,196,3,4003.42,400.82,11609.44,2024-09-05,10,45,60,40,
315,90,49,2,1446.39,185.17,2707.61,2024-03-19,10,31,30,37,
316,12,69,2,1684.91,345.78,3024.04,2024-01-10,8,47,98,39,4.0
317,319,70,3,1115.63,229.28,3117.61,2024-02-01,1,31,89,46,
318,319,71,4,2938.1,5.14,11747.26,2024-06-03,7,20,46,46,3.0
319,1071,149,5,2851.06,366.64,13888.66,2024-01-23,6,25,5,8,11.0
320,591,31,5,928.08,388.43,4251.97,2024-10-04,1,41,99,2,8.0
321,259,236,5,2783.39,431.77,13485.179999999998,2024-08-10,9,29,90,18,
322,609,186,2,3219.58,15.86,6423.3,2024-07-30,2,29,49,32,1.0
323,958,96,2,797.82,469.99,1125.65,2024-04-26,7,34,71,15,
324,671,76,1,3504.57,323.9,3180.67,2024-08-31,8,29,18,1,
325,966,236,1,3386.32,292.06,3094.26,2024-07-06,8,3,14,40,5.0
326,789,291,4,3258.41,438.59,12595.05,2024-06-22,3,38,78,17,2.0
327,478,145,1,2866.7,190.13,2676.5699999999997,2024-06-22,7,38,39,21,
328,754,50,4,1741.49,203.88,6762.08,2024-09-17,7,46,29,42,
329,486,187,4,3131.66,158.6,12368.039999999999,2024-02-07,2,27,59,19,
330,109,281,3,570.72,407.91,1304.25,2024-09-27,9,2,79,17,
331,258,3,1,3013.8,280.45,2733.3500000000004,2024-02-28,3,34,85,42,
332,511,115,4,1526.15,112.1,5992.5,2024-04-10,4,12,5,2,
333,1029,140,5,147.31,351.08,385.46999999999997,2024-08-24,2,13,47,9,2.0
334,753,218,4,3528.95,388.66,13727.14,2024-05-25,9,28,75,13,19.0
335,74,135,4,3919.72,359.27,15319.609999999999,2024-03-25,9,35,87,35,5.0
336,1011,200,2,4538.67,112.05,8965.29,2024-03-26,8,11,24,26,10.0
337,3,132,4,3351.94,347.82,13059.94,2024-02-29,9,39,39,24,
338,165,86,4,2084.06,354.19,7982.05,2024-07-20,6,19,24,22,
339,915,192,3,1192.45,262.52,3314.8300000000004,2024-05-27,2,1,31,43,
